Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
Belief,jeebanoff (지바노프),심심한 고개에 그루브를 심어줄 플레이리스트,"부드러운, 그루브한, 가요, 댄서블한, 국내음악, 오늘의선곡","[16, 15, 15, 15, 14, 16, 15, 14, 9, 8]",13.7,2.685144316419511
Believer,Imagine Dragons,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"댄스, 장르탑백, 스트릿우먼, 팝, 해외팝, 좋아요10만, 인기, 명곡, 탑백, 추억","[15, 16, 18, 17, 16, 18, 14, 16, 9, 15, 14, 10, 8, 5, 5]",13.066666666666666,4.327688631231329
Bellyache,Billie Eilish,쿨한 느낌이 매력적인 트렌디 POP,"2010년대, 댄서블한, 오늘의선곡, 그루브한","[15, 15, 16, 15, 14, 9, 8, 2]",11.75,4.630064794363034
Beluga,Men I Trust,눈 내린 겨울 아침의 포근함을 담은 노래❄,"위로, 2020년대, 20대, 산책, 인디, 30대, 휴식, 기분전환, 눈오는날, 집","[16, 16, 17, 16, 16, 14, 12, 9, 14, 10, 2, 1, 5]",11.384615384615385,5.371412384644951
Berlin,Valentina Ploy,언제 들어도 기분 좋아지는 멜로디의 POP,"산책, 휴식, 기분업, 행복","[16, 16, 14, 17, 13, 14, 0]",12.857142857142858,5.409741779646139
Berrylands Rd.,이루마,몰입과 집중이 필요할 때 듣는 피아노 음악! 힐링은 덤!,"레이블 PICK, 편안한, 맑은날, 피아노","[17, 15, 17, 10, 1]",12.0,6.06630035524124
Beskyddaren,Kent,가을엔 조금 센치해져도 괜찮아,"매혹적인, 오늘의선곡, 가을, 몽환적인, 집, 산책","[15, 15, 16, 14, 14, 14, 13, 9, 2]",12.444444444444445,4.139541335599368
Best,릴러말즈 (Leellamarz),지금 이 순간과 찰떡같이 Chill한 음악들,"2010년대, 설렘, 오늘의선곡, 집, 출/퇴근길, 저녁, 편안한","[15, 15, 16, 15, 15, 15, 14, 9, 13, 6, 2]",12.272727272727273,4.37120555642593
Best Christmas Ever,Julian Moon,캐롤 백과사전 100,"오늘의선곡, POP, 캐롤, 크리스마스 특집","[15, 15, 16, 17, 18, 9]",15.0,2.886751345948129
Best Friend,Peder Elias,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"카페, 알앤비, 기분전환, groove, 그루브","[16, 16, 18, 16, 13, 13, 14, 5]",13.875,3.7228181529588578
Best Friend (Feat. C'SA),니나스,편안한 계절에 어울리는 알앤비 플레이리스트,"R&B/소울, TODAY PICK, 오늘의선곡, 밝은, 2020년대, 기분전환","[16, 16, 15, 15, 14, 9, 14, 2, 5]",11.777777777777779,4.893936787898943
Best Part (Feat. Daniel Caesar),H.E.R.,잠 안 오는 밤에 듣기 좋은 잔잔한 플레이리스트,"편안한, 휴식, 드라이브, 잔잔한, POP, 오늘의선곡, 집, 산책, Pop, 출근길","[17, 15, 15, 16, 16, 14, 15, 15, 15, 9, 3, 1]",12.583333333333334,5.1065045666178435
Best Part of Me (Feat. YEBBA),Ed Sheeran,라떼보다 달콤한 어쿠스틱 팝 플레이리스트,"POP, 휴식, 해외음악, 잔잔한","[16, 16, 16, 15]",15.75,0.4330127018922193
Bet Ain't Worth The Hand,Leon Bridges,여유롭고 느긋한 하루를 위한 음악,"POP, 걷기, 산책, 해외음악, 출/퇴근길","[16, 16, 14, 15, 15, 7, 14, 6]",12.875,3.75624480032918
Bet On Me (Organic Version) (Feat. D Smoke),Walk Off The Earth,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"그루브, 알앤비, Pop, 드라이브, 매장","[17, 16, 16, 13, 13, 1]",12.666666666666666,5.436502143433363
Better,Jeremy Passion,가을의 고즈넉한 감성이 흐르는 POP,"산책, 드라이브, POP, 잔잔한, 편안한, 출/퇴근길","[17, 14, 15, 15, 15, 15, 6, 1]",12.25,5.261891294962297
Better,The Vamps,가을 느낌 가득 담은 팝 명곡 플레이리스트,"레이블 PICK, 유니버설뮤직, POP, 산책, 오후, 잔잔한, 가을","[14, 14, 15, 17, 16, 16, 13, 0, 1]",11.777777777777779,6.142344427149001
Better,ZAYN,"""이 노래 뭐야?"" 틀어 놓으면 옆에서 자꾸 물어봐 pt.13","드라이브, 매장음악, 트렌디, 기분전환, 집콕","[16, 16, 16, 17, 16, 16, 15, 12, 14, 5, 1]",13.090909090909092,4.999173485406371
Better,보아 (BoA),[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"댄스, 스트릿우먼, 차트, 스트릿우먼파이터, 갈라토크쇼, 멋짐, OST, 인기, 스맨파","[18, 16, 16, 18, 15, 14, 13, 12, 10, 5, 5, 3, 1, 1]",10.5,6.044477999440009
Better (Feat. Jordyn Kane),Vandal Rock,누구도 대신할 수 없는 당신을 위한 자존감 UP 플레이리스트,"가요, 밝은, 오늘의선곡, 기분전환, 출/퇴근길, 20대","[16, 16, 15, 15, 15, 15, 14, 9, 14, 6, 2, 5]",11.833333333333334,4.740487551109298
Better (SG Lewis X Clairo),Clairo & SG Lewis,봄날 분위기 타고 싶은데 산뜻한 팝이 필요하다면,"봄, 유니버설뮤직, 밝은, POP, 해외음악, 댄스","[16, 16, 18, 15, 16, 13, 0]",13.428571428571429,5.6532454106883945
Better Days,NEIKED & Mae Muller & Polo G,듣는 순간 기분 좋아지는 팝송 플레이리스트,"레이블 PICK, 2010년대, 행복, 출/퇴근길, 해외음악, 편안한, POP","[16, 16, 15, 15, 15, 17, 17, 6, 2, 1]",12.0,6.04979338490167
Better Days (Stripped),Dermot Kennedy,"""이 노래 정말 좋다"" 감탄사 연발 POP ver.14","발라드, Pop, 팝, 기분전환, 감성","[16, 16, 16, 11, 18, 14, 5]",13.714285714285714,4.095791767666128
Better Days (feat. Aloe Blacc),Mesto,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"여행, groove, 그루브, Pop, 기분전환","[16, 16, 16, 16, 14, 5, 0]",11.857142857142858,6.104531605491856
Better Friends,Abby Cates,"""이 노래 정말 좋다"" 감탄사 연발 POP ver.14","감성, 발라드, 팝, 기분전환, 휴식","[16, 16, 16, 16, 11, 18, 14, 5]",14.0,3.905124837953327
Better Not (Krane Remix) (Feat. Wafia),Louis The Child,당신의 마음을 사로잡을 매력적인 팝,"오늘의선곡, 2010년대, 여름, 기분전환","[16, 16, 15, 15, 16, 9, 14, 2, 5, 0]",10.8,5.979966555090422
Better Now,Post Malone,상반기 국외 추천 플레이리스트,"일렉트로니카, 달리기, 2010년대, 기분전환, 헬스, 댄서블한","[16, 16, 14, 13, 14, 16, 14, 8, 2, 5, 0]",10.727272727272727,5.658315025307431
Better Than I Used To Be (Acoustic),Mat Kearney,어쿠스틱한 분위기로 채운 플레이리스트,"오늘의선곡, POP, 휴식, 편안한, 잔잔한, 해외음악, 걷기","[16, 15, 15, 16, 16, 15, 15, 9, 7, 14]",13.8,2.9933259094191533
Better Things,aespa,댄스 TOP100,"아이돌, 청량, 운동, 댄스, 인기, 드라이브, 여름, 노동요, 자존감, 댄스탑백","[17, 18, 16, 13, 17, 16, 16, 14, 13, 14, 14, 8, 4, 0, 0, 1]",11.3125,6.2721482563791495
Better This Way,지셀 (Jiselle),보라색이 떠오르는 몽환적 그루비 뮤직,"몽환적인, 그루브한, 2010년대, 오늘의선곡","[15, 15, 16, 15, 14, 9, 2, 2]",11.0,5.5677643628300215
Better To Lie,Chris James,"""이 노래 뭐야?"" 틀어 놓으면 옆에서 자꾸 물어봐 pt.13","드라이브, 매장음악, 트렌디, 기분전환, 집콕","[16, 16, 16, 17, 16, 16, 15, 12, 14, 5, 1]",13.090909090909092,4.999173485406371
Better When You're Gone,David Guetta & Brooks & Loote,주말을 리드미컬하게 만들 플레이리스트,"해외음악, 오늘의선곡, POP, 일렉트로니카, 드라이브, 신나는","[16, 17, 15, 15, 16, 18, 16, 9, 1, 1]",12.4,6.135144660071187
Better With You,Austin Mahone,감각적이고 분위기 있는 일렉트로닉 사운드,"맑은날, 기분전환, 해외음악, 드라이브","[16, 16, 16, 17, 17, 16, 14, 5, 1]",13.11111111111111,5.546659544154971
Better in Color,Lizzo,오늘도 활기있는 일상을 위해 텐션 업!,"기분전환, 아침, 출/퇴근길, 맑은날, 댄서블한, POP","[16, 16, 17, 15, 15, 14, 15, 14, 6, 8, 5]",12.818181818181818,4.108044919161819
Better off This Way,Eden Nash,도입부 듣자마자 플레이리스트에 추가하게 되는 취향저격 pop,"띵곡, 기분전환, 취향저격, 매력적인","[16, 16, 9, 14, 6, 5, 5, 2]",9.125,5.158427570490837
Between The Sheets,The Isley Brothers,[캉골] 매장에서 들려오는 '브금' 플레이리스트!,"편안한, 해외음악, R&B/소울, 오후, 90년대, 행복","[16, 16, 15, 16, 14, 17, 2]",13.714285714285714,4.861342722049587
Between These Lines (Feat. Quin),Lincoln Jesser,감각적이고 분위기 있는 일렉트로닉 사운드,"2010년대, 맑은날, 몽환적인, 기분전환","[16, 16, 17, 14, 14, 2, 5, 2]",10.75,6.139014578904337
Beverly 1lls (Remix) (Feat. The Quiett),도끼 (Dok2),스타플레이리스트 : 마블제이의 '주말 밤 클럽 가는 차 안에서 듣고 싶은 노래',"스타플레이리스트, 랩/힙합, 드라이브, 클럽, 하우스파티","[17, 16, 13, 14, 18, 12, 11, 16, 14, 8, 1]",12.727272727272727,4.614028196527098
"Bewitched, Bothered, And Bewildered",Ella Fitzgerald,작업할때 잔잔히 틀어놓기 좋은 JAZZ 1,"커피, 취미, 재즈, 집콕, 재택근무","[16, 19, 12, 12, 12, 8]",13.166666666666666,3.4840908267278117
Bibbidi Bobbidi Boo (French Ver.),Stacey Kent,올해를 멋지게 마무리 할 수 있는 플레이리스트,"겨울, 행복, 맑은날, 재즈, 해외음악","[16, 17, 16, 17, 17, 19]",17.0,1.0
Bibbidi-Bobbidi-Boo,Dream House,"힐링과 평화를 드릴게요, 애니메이션 OST 🍀","편안한, 휴식, 부드러운, 해외음악, 집, 연주음악","[16, 16, 16, 16, 15, 12]",15.166666666666666,1.4624940645653537
Bicycle Man,딕펑스 (Dickpunks),시원한 여름을 위한 플레이리스트!,"산책, 기타, 드라이브, 여름, 인디, 편안한, 국내음악","[16, 17, 15, 14, 15, 16, 12, 14, 3, 0, 1]",11.181818181818182,6.191169397811426
Big Big World,Emilia,90년대생들이 MP3에 넣고 다녔던 그 시절 싸이월드 POP,"감성, 기분전환, MZ세대, Pop, MP3","[16, 16, 16, 10, 14, 2, 5]",11.285714285714286,5.364280958719597
Big Boy,Charlotte Cardin,고요한 그루브를 벗삼아 즐기는 플레이리스트,"흐린날, 해외음악, POP, 새벽","[16, 17, 16, 14]",15.75,1.0897247358851685
Big Energy (Remix) (Feat. DJ Khaled),Latto & Mariah Carey,첫 곡부터 믿고 듣는 팝 플레이리스트!,"해외음악, 봄, 소니뮤직, 부드러운, 맑은날, 산책, 스페셜추천","[16, 17, 16, 14, 15, 16, 19, 16, 0]",14.333333333333334,5.228129047119374
Big Heart,Ellee Duke,언제 들어도 기분 좋아지는 멜로디의 POP,"기분업, 기분좋은, 산책, 휴식","[16, 16, 14, 13, 14, 0]",12.166666666666666,5.550275268448904
Big Love,검정치마,한여름의 청량한 감성을 지닌 모던락,"여름, 국내음악, 산책, 오늘의선곡, 휴식","[16, 15, 15, 16, 15, 14, 16, 9, 0]",12.88888888888889,4.99876527964533
Big Mistake,Alex Aiono,"편안한 주말, 편안하게 듣는 POP","해외음악, 산책, 휴식, 아침, 오늘의선곡","[16, 15, 15, 16, 16, 14, 15, 9]",14.5,2.179449471770337
Big Poppa (2007 Remaster),The Notorious B.I.G.,ISFP도 즐겨 듣는 외힙 플레이리스트 🎵,"20대, 오늘의선곡, 2010년대, 드라이브, 출/퇴근길, 기분전환","[16, 16, 17, 15, 15, 15, 15, 9, 14, 6, 2, 5, 1]",11.23076923076923,5.576790449351341
Big Titties (feat. Baauer and EarthGang),Kenny Beats,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"스맨파, 멋짐, OST, 스웩, 스트릿우먼파이터, dance","[18, 15, 14, 10, 5, 5, 3, 1, 1]",8.0,6.0553007081949835
Bigger (Remix) (Feat. Phi11a),Stan Walker,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"Pop, 기분전환, 그루브, 카페, groove","[16, 16, 18, 16, 14, 5]",14.166666666666666,4.258977446393546
Bike,ADOY,산뜻함을 품은 봄나들이 유도 플레이리스트,"발라드, 봄, 드라이브, 2010년대, 국내음악, 편안한, 가요, 오늘의선곡","[16, 17, 15, 15, 15, 11, 15, 14, 15, 9, 2, 1]",12.083333333333334,5.171368828033401
Billie Bossa Nova,Billie Eilish,“인생곡 발견” 도입부부터 느낌오는 ᴘᴏᴘ vol.2,"출근길, 잔잔한, 드라이브, 도입부, 휴식","[17, 16, 15, 15, 15, 3, 1]",11.714285714285714,6.204014500173847
Billie Jean,Michael Jackson,LP로 듣고 싶은 음악 TOP100,"LP, 탑백, TOP100, 인기, 차트","[17, 16, 16, 16, 14, 8]",14.5,3.0413812651491097
"Bills, Bills, Bills",Destiny's Child,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"힙합, 멋짐, 갈라토크쇼, OST, 댄스, 스트릿우먼","[18, 16, 15, 14, 13, 12, 5, 5]",12.25,4.520785330006281
Billy Boy,David Matthews Trio,편안한 재즈로 몸과 마음을 릴렉스하세요,"재즈, 일/공부, 카페, 오늘의선곡","[15, 15, 18, 19, 19, 16, 9]",15.857142857142858,3.2261685116103473
Bipolar Heart,Adam Turley & Jordan Jack,꿉꿉한 날엔 상쾌한 팝 플리로 제습기능 ON,"기분전환, 일/공부, 밝은, 시원한, 지금 내 마음은, POP","[16, 16, 19, 16, 11, 14, 2, 5, 2]",11.222222222222221,6.19637488604386
Birthday,Anne-Marie,일상의 텐션으로 스위치 ON!,"2010년대여름, 출/퇴근길, 드라이브, 해외음악, 맑은날, 여행, 힘찬, 오늘의선곡, 더위, POP, 밝은","[16, 17, 15, 15, 17, 16, 16, 15, 15, 16, 11, 9, 9, 6, 2, 2, 0, 1]",11.0,6.018490028422596
Birthday,Disclosure & Kehlani & Syd,도입부부터 푹 빠져드는 팝송 플레이리스트,"2010년대, TODAY PICK, 산책, POP, 기분전환, 오늘의선곡","[16, 16, 15, 15, 14, 9, 14, 2, 5]",11.777777777777779,4.893936787898943
Birthday,Red Velvet (레드벨벳),듣자마자 흥폭발하며 텐션업! 시켜줄 둠칫둠칫 kpop(상시업뎃),"파티, 흥폭발, 텐션업, 둠칫둠칫, 흥","[18, 9, 9, 5, 3, 0]",7.333333333333333,5.734883511361751
Birthday (Feat. 한해),픽보이 (Peakboy),"파워풀한 사운드의 매력, 힙합","운동, 힘찬, 오늘의선곡, 여름","[15, 15, 16, 13, 9, 2, 0]",10.0,6.094494002200441
Bitch I'm Madonna (Feat. Nicki Minaj) (Sick Individuals Remix),Madonna,불금엔 클럽이지! 헬.스.클.럽!,"국내음악, 기분전환, 댄서블한, 운동, 달리기","[16, 16, 16, 15, 13, 13, 14, 14, 8, 5, 0]",11.818181818181818,5.005781781067711
Bitter,WORRYWORRY,"""이 노래 정말 좋다"" 감탄사 연발 POP ver.14","감성, 퇴근, 휴식, 팝, 산책","[16, 16, 14, 18, 6]",14.0,4.1952353926806065
Bitter Pill,Christian Kuria,"""이 노래 뭐야?"" 틀어 놓으면 옆에서 자꾸 물어봐 pt.12","드라이브, 집콕, 트렌디, 기분전환, 휴식","[16, 16, 17, 16, 16, 15, 12, 14, 5, 1]",12.8,5.1536394906900505
Bitter Sweet,Masahiro Sayama Trio,"도시의 밤, 수면을 도와주는 여유로운 JAZZ","재즈, 밤, 연주음악, 방해금지모드, 편안한, 휴식","[16, 16, 15, 16, 19, 14, 14, 15, 12]",15.222222222222221,1.8121673811444545
Bitterlove,Ardhito Pramono,"주말 오후, 카페에서 듣고 싶은 기분전환 팝","기분전환, 휴식, POP, 오후, 해외음악트렌디, 맑은날, 오늘의선곡, 2010년대","[16, 16, 16, 15, 15, 17, 16, 16, 16, 15, 9, 14, 2, 5]",13.428571428571429,4.48352995042149
Bk Love,MC 스나이퍼,추억이 새록새록 떠오르는 싸이월드 BGM,"10대, 브금, bgm, 추억","[15, 5, 2]",7.333333333333333,5.557777333511022
Black & Gold,Sam Sparro,내 안의 운동 본능을 자극하는 고막남친 플레이리스트,"헬스, 달리기, 2010년대, 해외음악, 드라이브, 2000년대, 운동, 스트레스/짜증","[16, 17, 16, 13, 17, 14, 13, 12, 14, 2, 1, 0]",11.25,6.12542515531235
Black & White,지나,00년대생들의 심금을 울리는 2.5세대 아이돌 명곡,"추억, 00년대, 기분전환, 드라이브, 아이돌","[16, 16, 17, 15, 14, 14, 2, 5, 1]",11.11111111111111,6.118177732416091
Black (Feat. 스윙스),40 (포티),코 끝 시린 계절에 어울리는 R&B,"국내음악, 밤, 2010년대, 추운날","[16, 17, 15, 16, 2]",13.2,5.635601121442148
Black (Feat. 제니 of BLACKPINK),G-DRAGON,00년대생들의 심금을 울리는 2.5세대 아이돌 명곡,"아이돌, 노래방, 기분전환, 봄, 스트레스","[16, 16, 15, 17, 11, 10, 14, 14, 5, 1]",11.9,4.988987873306569
Black Cherry,Hudson Mohawke,감각적인 주말을 위한 기분좋은 플레이리스트,"휴식, 기분전환, 해외음악, 휴가/여행, 신나는, 일렉트로니카","[16, 16, 16, 16, 16, 18, 16, 15, 16, 14, 5, 0, 1]",12.692307692307692,6.004928941930382
Black Dog,Arlo Parks,“인생곡 발견” 도입부부터 느낌오는 ᴘᴏᴘ vol.2,"감성, 비오는날, Pop, 여행, 잔잔한","[17, 16, 16, 15, 13, 0]",12.833333333333334,5.871304984602846
Black Eyes,Bradley Cooper,라이딩하며 듣는 영화음악 OST,"영화음악, 밝은, 맑은날, 자전거, 등산, OST","[16, 17, 17, 7, 6, 5]",11.333333333333334,5.374838498865699
Black Knight (Music from the Netflix Series),프라이머리,국내 넷플릭스 시리즈 OST 및 삽입곡,"넷플릭스, OST, 넷플릭스오리지널, 드라마, 국내드라마, 사운드트랙, 삽입곡","[15, 17, 9, 5, 5]",10.2,4.995998398718719
Black Lemon,Generationals,쇼핑에 HIP 지수를 높여 줄 편집샵 플레이리스트,"기분전환, 라운지, 행복, 00's 트랜드 뮤직, 그루브한, 맑은날","[16, 16, 17, 16, 16, 15, 17, 13, 14, 5, 0, 2]",12.25,5.917840259193664
Black Music,초영 (Choyoung),코 끝 시린 계절에 어울리는 R&B,"밤, 오늘의선곡, R&B/소울, 추운날","[15, 15, 17, 16, 14, 9]",14.333333333333334,2.5603819159562025
Black Out,아이유,싱그럽고 청량한 여름 향기가 나는 아이유의 노래,"기분전환, 여름, 여자보컬리스트, 띵곡, 드라이브","[16, 16, 17, 16, 14, 9, 14, 7, 6, 4, 5, 0, 1]",9.615384615384615,5.916579853239819
Black Out - 단한번도 (Song By 선아),매슬로,추억이 새록새록 떠오르는 싸이월드 BGM,"추억의, 30대, bgm, 브금","[15, 5, 2]",7.333333333333333,5.557777333511022
Black Pearl,EXO,당신을 헬스장 락커 너머의 나니아로 데려가 줄 노래,"가요, 헬스, 오늘의선곡, 몽환적인, 드라이브, TODAY PICK, 기분전환, 가을","[16, 16, 17, 15, 15, 14, 14, 14, 14, 9, 14, 5, 2, 1]",11.857142857142858,5.166611805721464
Black Pearl,선미,드라이브에 딱! 레트로 감성 시티팝 뮤직,"기분전환, 저녁, 인디, 2010년대, 오늘의선곡, 자전거, 국내음악, 드라이브","[16, 16, 16, 17, 15, 15, 15, 12, 14, 17, 9, 14, 2, 5, 1]",12.266666666666667,5.234076380370806
Black Skinhead (Digital Album Version (Explicit)),Kanye West,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"스맨파, 스웩, 스트릿우먼, 멋짐, 스우파, 댄스","[18, 18, 15, 14, 10, 5, 5]",12.142857142857142,5.166611805721464
Blah Blah Blah (Feat. 3OH!3),Kesha,가벼운 운동과 함께 듣기 좋은 팝 플레이리스트,"2010년대, 헬스, 기분전환, 자전거, 운동, 봄","[16, 16, 13, 15, 14, 17, 14, 2, 5]",12.444444444444445,4.969039949999533
Blame It On Me,Mackeson,세련된 분위기로 일렁이는 플레이리스트,"오늘의선곡, POP, 라운지, 몽환적인, 매혹적인, 해외음악","[16, 15, 15, 16, 14, 13, 13, 9, 2]",12.555555555555555,4.245549594342845
Blame It On Your Love (Feat. Lizzo),Charli XCX,무더운 열기를 식혀줄 풀 파티 플레이리스트,"설연휴특집, 오늘의선곡, 레이블 PICK, 2020년대, 신나는, 기분전환, 해외음악, 해변, POP, 힘찬","[16, 16, 16, 15, 15, 16, 18, 16, 17, 18, 9, 14, 8, 14, 13, 2, 2, 5, 1, 1]",11.6,5.986651818838306
Blame It on the Boogie,The Jacksons,나의 고막에 소울을 가득 채워줄 플레이리스트,"POP, 하우스파티, 드라이브, 출/퇴근길, 기분전환, 신나는","[16, 16, 17, 18, 15, 15, 18, 16, 14, 6, 5, 1, 1]",12.153846153846153,6.162493923806071
"Blane, R., Martin, H. : Have Yourself A Merry Little Christmas (Arr. for String Quartet by Geoff Lawson)",Chad Lawson,한 해 마무리는 크리스마스 분위기 물씬 나는 클래식 캐롤과 함께!,"클래식덕후, 카페, TODAY PICK, 출/퇴근길, 로맨틱한, 매혹적인, 오후, 겨울","[18, 15, 15, 17, 16, 13, 16, 6, 4, 1, 2]",11.181818181818182,6.220467416202182
